"","StationID","Latitude","Longitude","Sta_Desc","US_L3CODE","US_L3NAME","US_L4CODE","US_L4NAME","VAHU6","ASSESS_REG","OFFICE_NM","VaName","Tidal","VAHUSB","FedName","HUC10","Basin","BASIN_CODE","Basin_Code","CountyCityName","FIPS"
"916","4ASYC002.02",36.770317,-80.208721,"Elamsville Road Bridge","45","Piedmont","45e","Northern Inner Piedmont","RD16","BRRO","Blue Ridge","Sycamore Creek-Little Sycamore Creek","N","RD","Little Sycamore Creek-Sycamore Creek","0301010306","Roanoke River Basin","4A","Roanoke","Patrick","141"
"917","4ATBL000.40",37.18626111,-79.25784444,"Ford of gravel farm road between feedlot","45","Piedmont","45e","Northern Inner Piedmont","RU59","BRRO","Blue Ridge","Big Otter River-Troublesome Creek","N","RU","Troublesome Creek-Big Otter River","0301010115","Roanoke River Basin","4A","Roanoke","Campbell","031"
"918","4ATCC003.71",36.88098056,-79.63084722,"Danville Turnpike near Sago (Rt. 969)","45","Piedmont","45e","Northern Inner Piedmont","RU34","BRRO","Blue Ridge","Turkeycock Creek","N","RU","Turkeycock Creek","0301010109","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"919","4ATDY000.28",37.18333333,-79.27388889,"Bridge on Rt. 711 east of intersection o","45","Piedmont","45e","Northern Inner Piedmont","RU59","BRRO","Blue Ridge","Big Otter River-Troublesome Creek","N","RU","Troublesome Creek-Big Otter River","0301010115","Roanoke River Basin","4A","Roanoke","Campbell","031"
"920","4ATEL001.02",37.06777778,-79.92694444,"Rt. 697 Bridge","45","Piedmont","45e","Northern Inner Piedmont","RU22","BRRO","Blue Ridge","Blackwater River-Madcap Creek","N","RU","Madcap Creek-Blackwater River","0301010105","Roanoke River Basin","4A","Roanoke","Franklin","067"
"921","4ATER001.71",37.07769445,-79.45438889,"Terrapin Ck just downstream of powerline","45","Piedmont","45e","Northern Inner Piedmont","RU38","BRRO","Blue Ridge","Roanoke River/Leesville Lake-Old Womans Creek","N","RU","Old Womans Creek-Leesville Lake","0301010113","Roanoke River Basin","4A","Roanoke","Bedford","019"
"922","4ATER002.17",37.08568889,-79.45686111,"Route 733 Chellis Ford Road","45","Piedmont","45e","Northern Inner Piedmont","RU38","BRRO","Blue Ridge","Roanoke River/Leesville Lake-Old Womans Creek","N","RU","Old Womans Creek-Leesville Lake","0301010113","Roanoke River Basin","4A","Roanoke","Bedford","019"
"923","4ATIP002.55",37.01444444,-78.85138889,"TURNIP CREEK, RT. 619 BRIDGE","45","Piedmont","45e","Northern Inner Piedmont","RU74","BRRO","Blue Ridge","Turnip Creek","N","RU","Turnip Creek","0301010204","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"924","4ATIP008.76",37.07527778,-78.87666667,"RTE 40","45","Piedmont","45e","Northern Inner Piedmont","RU74","BRRO","Blue Ridge","Turnip Creek","N","RU","Turnip Creek","0301010204","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"925","4ATIP013.21",37.1175,-78.84722222,"RTE 756 (Wren Road)","45","Piedmont","45e","Northern Inner Piedmont","RU74","BRRO","Blue Ridge","Turnip Creek","N","RU","Turnip Creek","0301010204","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"926","4ATMA001.46",36.91322222,-79.54800833,"Rt. 644 Bridge","45","Piedmont","45e","Northern Inner Piedmont","RU36","BRRO","Blue Ridge","Pigg River-Tomahawk Creek","N","RU","Tomahawk Creek-Pigg River","0301010110","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"927","4ATMA004.60",36.87329167,-79.53569722,"BURTON LAKE (AT DAM) - PITTSYLVANIA CO","45","Piedmont","45e","Northern Inner Piedmont","RU36","BRRO","Blue Ridge","Pigg River-Tomahawk Creek","N","RU","Tomahawk Creek-Pigg River","0301010110","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"928","4ATRB000.97",37.192,-79.2515,"Troublesome Ck East of Rte 709","45","Piedmont","45e","Northern Inner Piedmont","RU59","BRRO","Blue Ridge","Big Otter River-Troublesome Creek","N","RU","Troublesome Creek-Big Otter River","0301010115","Roanoke River Basin","4A","Roanoke","Campbell","031"
"929","4ATRB001.36",37.20472222,-79.23861111,"Troublesome Creek @ Rte. 696","45","Piedmont","45e","Northern Inner Piedmont","RU59","BRRO","Blue Ridge","Big Otter River-Troublesome Creek","N","RU","Troublesome Creek-Big Otter River","0301010115","Roanoke River Basin","4A","Roanoke","Campbell","031"
"930","4ATRD000.04",36.67388889,-79.64388889,"Tanyard Creek, Rt. 855 in Soap Stone","45","Piedmont","45e","Northern Inner Piedmont","RD34","BRRO","Blue Ridge","Upper Sandy River","N","RD","Upper Sandy River","0301010310","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"931","4ATRD000.35",36.67699444,-79.64590833,"Tanyard Br. upstream of rt 855 Martin Dr","45","Piedmont","45e","Northern Inner Piedmont","RD34","BRRO","Blue Ridge","Upper Sandy River","N","RD","Upper Sandy River","0301010310","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"932","4ATRR001.92",36.80083333,-78.9275,"TERRIBLE Cr @ Dudley Rd (Rt 615)","45","Piedmont","45e","Northern Inner Piedmont","RD66","BRRO","Blue Ridge","Terrible Creek","N","RD","Terrible Creek","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"933","4ATWN000.22",36.79018056,-80.00591944,"rt.674 Bridge","45","Piedmont","45e","Northern Inner Piedmont","RD21","BRRO","Blue Ridge","Town Creek","N","RD","Town Creek","0301010307","Roanoke River Basin","4A","Roanoke","Henry","089"
"934","4ATYS001.25",37.07861111,-78.73666667,"Terrys Creek @ Stockdale Rd","45","Piedmont","45e","Northern Inner Piedmont","RU78","BRRO","Blue Ridge","Cub Creek-Rough Creek","N","RU","Rough Creek-Cub Creek","0301010203","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"935","4ATYS002.51",37.0961,-78.74011111,"Route 667 (Hillcroft Road)","45","Piedmont","45e","Northern Inner Piedmont","RU78","BRRO","Blue Ridge","Cub Creek-Rough Creek","N","RU","Rough Creek-Cub Creek","0301010203","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"936","4ATYS002.96",37.10088889,-78.737,"Terrys Ck upstream of Rte 667","45","Piedmont","45e","Northern Inner Piedmont","RU78","BRRO","Blue Ridge","Cub Creek-Rough Creek","N","RU","Rough Creek-Cub Creek","0301010203","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"937","4AWEL000.59",37.25667778,-79.50565555,"Downstream of Rt. 747 crossing","45","Piedmont","45e","Northern Inner Piedmont","RU53","BRRO","Blue Ridge","Machine Creek","N","RU","Machine Creek","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"938","4AWEL001.14",37.25791667,-79.51251389,"Bridge on Rt.722 intersection 722&747","45","Piedmont","45e","Northern Inner Piedmont","RU53","BRRO","Blue Ridge","Machine Creek","N","RU","Machine Creek","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"939","4AWFC008.90",37.08222222,-78.66166667,"RTE 650 (Woodfork Rd.)","45","Piedmont","45e","Northern Inner Piedmont","RU83","BRRO","Blue Ridge","Wards Fork Creek","N","RU","Wards Fork Creek","0301010205","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"940","4AWFE000.60",36.58111111,-79.20305555,"Wolfe Cr @ rt 58","45","Piedmont","45e","Northern Inner Piedmont","RD44","BRRO","Blue Ridge","Dan River-Double Creek","N","RD","Double Creek-Dan River","0301010403","Roanoke River Basin","4A","Roanoke","Halifax","083"
"941","4AWFE001.57",36.59083333,-79.21555556,"WOLFE CR-N OF 58 W OF CO LINE","45","Piedmont","45e","Northern Inner Piedmont","RD44","BRRO","Blue Ridge","Dan River-Double Creek","N","RD","Double Creek-Dan River","0301010403","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"942","4AWLF000.09",37.26778889,-79.58716389,"RT. 691 BRIDGE AT JOPPA MILL","45","Piedmont","45e","Northern Inner Piedmont","RU41","BRRO","Blue Ridge","Goose Creek-Wolf Creek","N","RU","Wolf Creek-Goose Creek","0301010111","Roanoke River Basin","4A","Roanoke","Bedford","019"
"943","4AWLF001.20",37.27454167,-79.58223889,"Upstr. of Joppa Mill","45","Piedmont","45e","Northern Inner Piedmont","RU41","BRRO","Blue Ridge","Goose Creek-Wolf Creek","N","RU","Wolf Creek-Goose Creek","0301010111","Roanoke River Basin","4A","Roanoke","Bedford","019"
"944","4AWMB001.07",37.11333333,-78.66222222,"Middle Br. Wards Fork @ Virginian","45","Piedmont","45e","Northern Inner Piedmont","RU83","BRRO","Blue Ridge","Wards Fork Creek","N","RU","Wards Fork Creek","0301010205","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"945","4AWMB001.90",37.08222222,-78.66166667,"RTE 47","45","Piedmont","45e","Northern Inner Piedmont","RU83","BRRO","Blue Ridge","Wards Fork Creek","N","RU","Wards Fork Creek","0301010205","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"946","4AWNB000.75",37.10777778,-78.64444444,"RTE 47","45","Piedmont","45e","Northern Inner Piedmont","RU83","BRRO","Blue Ridge","Wards Fork Creek","N","RU","Wards Fork Creek","0301010205","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"947","4AWNN000.10",36.76943333,-78.88452222,"Winn Ck near confluence w/Banister R.","45","Piedmont","45e","Northern Inner Piedmont","RD67","BRRO","Blue Ridge","Banister River-John H Kerr Reservoir-Winn Creek","N","RD","Winn Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"948","4AWNN000.99",36.78027778,-78.88472222,"WINN CR., RT 360 BETHEL ROAD","45","Piedmont","45e","Northern Inner Piedmont","RD67","BRRO","Blue Ridge","Banister River-John H Kerr Reservoir-Winn Creek","N","RD","Winn Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"949","4AWNS004.02",36.577,-79.107,"Rte 697","45","Piedmont","45e","Northern Inner Piedmont","RD45","BRRO","Blue Ridge","Winns Creek","N","RD","Winns Creek","0301010403","Roanoke River Basin","4A","Roanoke","Halifax","083"
"950","4AWOA000.92",36.76111111,-79.40222222,"WHITE OAK CIRCLE BRIDGE, PITT CO","45","Piedmont","45e","Northern Inner Piedmont","RD54","BRRO","Blue Ridge","Banister River-White Oak Creek","N","RD","White Oak Creek-Banister River","0301010501","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"951","4AWOA002.43",36.74861111,-79.42083333,"Whiteoak Cr @ 718 Dry Fork Rd","45","Piedmont","45e","Northern Inner Piedmont","RD54","BRRO","Blue Ridge","Banister River-White Oak Creek","N","RD","White Oak Creek-Banister River","0301010501","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"952","4AWOL000.76",36.72208333,-78.82258333,"Wolf Trap Cr north of Rt 716","45","Piedmont","45e","Northern Inner Piedmont","RD67","BRRO","Blue Ridge","Banister River-John H Kerr Reservoir-Winn Creek","N","RD","Winn Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"953","4AWPP002.53",37.06055556,-79.00666667,"WHIPPING CREEK, RT 633","45","Piedmont","45e","Northern Inner Piedmont","RU64","BRRO","Blue Ridge","Roanoke River-Whipping Creek","N","RU","Whipping Creek-Roanoke River","0301010201","Roanoke River Basin","4A","Roanoke","Campbell","031"
"954","4AWRN005.50",36.89111111,-79.3,"RT. 685 BRIDGE","45","Piedmont","45e","Northern Inner Piedmont","RD56","BRRO","Blue Ridge","Whitehorn Creek-Mill Creek","N","RD","Mill Creek-Whitehorn Creek","0301010502","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"955","4AWRN011.05",36.91444444,-79.37333333,"Whitehorn Cr @ Galveston Rd (Rt 903)","45","Piedmont","45e","Northern Inner Piedmont","RD56","BRRO","Blue Ridge","Whitehorn Creek-Mill Creek","N","RD","Mill Creek-Whitehorn Creek","0301010502","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"956","4AWSB000.32",37.13055556,-78.65972222,"RTE 661 (Wards Fork Mill Rd)","45","Piedmont","45e","Northern Inner Piedmont","RU83","BRRO","Blue Ridge","Wards Fork Creek","N","RU","Wards Fork Creek","0301010205","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"957","4AWTH000.40",37.05777778,-79.53555556,"Mouth of Witcher Cr. - SML","45","Piedmont","45e","Northern Inner Piedmont","RU27","BRRO","Blue Ridge","Roanoke River/Smith Mountain Lake-Craddock Creek","N","RU","Craddock Creek-Smith Mountain Lake","0301010107","Roanoke River Basin","4A","Roanoke","Bedford","019"
"958","4AXBL000.85",37.3325,-79.51777778,"RT. 297 BRIDGE","45","Piedmont","45e","Northern Inner Piedmont","RU54","BRRO","Blue Ridge","Little Otter River-Johns Creek","N","RU","Johns Creek-Little Otter River","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"959","4AXCN000.31",37.12666667,-79.27083333,"UT to Staunton R @ Bus29 & rt 714","45","Piedmont","45e","Northern Inner Piedmont","RU48","BRRO","Blue Ridge","Roanoke River-Reed Creek","N","RU","Reed Creek-Roanoke River","0301010113","Roanoke River Basin","4A","Roanoke","Campbell","031"
"960","4AXCQ000.57",37.33666667,-79.50972222,"MONROE STREET BRIDGE","45","Piedmont","45e","Northern Inner Piedmont","RU54","BRRO","Blue Ridge","Little Otter River-Johns Creek","N","RU","Johns Creek-Little Otter River","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"961","4AXCZ000.42",36.74111111,-78.84444444,"UT to Banister @ rt 360","45","Piedmont","45e","Northern Inner Piedmont","RD67","BRRO","Blue Ridge","Banister River-John H Kerr Reservoir-Winn Creek","N","RD","Winn Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"962","4AXCZ000.60",36.7375,-78.84333333,"RECEIVING STREAM - LAKEWOOD TRAILER STP","45","Piedmont","45e","Northern Inner Piedmont","RD67","BRRO","Blue Ridge","Banister River-John H Kerr Reservoir-Winn Creek","N","RD","Winn Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"963","4AXDK000.94",36.69555555,-79.07027778,"UT to BIRCH Cr @ rte 683 Halifax co","45","Piedmont","45e","Northern Inner Piedmont","RD47","BRRO","Blue Ridge","Birch Creek","N","RD","Birch Creek","0301010403","Roanoke River Basin","4A","Roanoke","Halifax","083"
"964","4AXKF000.20",37.06583333,-79.95388889,"LOWER KINSEY FARM PR.DR. OFF RT. 735 (FR","45","Piedmont","45e","Northern Inner Piedmont","RU22","BRRO","Blue Ridge","Blackwater River-Madcap Creek","N","RU","Madcap Creek-Blackwater River","0301010105","Roanoke River Basin","4A","Roanoke","Franklin","067"
"965","4AXKF000.40",37.065,-79.95777778,"UPPER KINSEY FARM PR. DR. OFF RT. 735 (F","45","Piedmont","45e","Northern Inner Piedmont","RU22","BRRO","Blue Ridge","Blackwater River-Madcap Creek","N","RU","Madcap Creek-Blackwater River","0301010105","Roanoke River Basin","4A","Roanoke","Franklin","067"
"966","4AXLN000.00",37.11111111,-79.27388889,"BGF x-trib of Staunton River mouth","45","Piedmont","45e","Northern Inner Piedmont","RU48","BRRO","Blue Ridge","Roanoke River-Reed Creek","N","RU","Reed Creek-Roanoke River","0301010113","Roanoke River Basin","4A","Roanoke","Campbell","031"
"967","4AXLU000.16",36.74555556,-78.84305555,"TRIBUTARY BELOW POND W. OF RT. 360","45","Piedmont","45e","Northern Inner Piedmont","RD67","BRRO","Blue Ridge","Banister River-John H Kerr Reservoir-Winn Creek","N","RD","Winn Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"968","4AXMA000.85",37.19194444,-79.29416667,"Bridge on Rt. 626 north of intersection","45","Piedmont","45e","Northern Inner Piedmont","RU57","BRRO","Blue Ridge","Big Otter River-Johnson Creek","N","RU","Johnson Creek-Big Otter River","0301010115","Roanoke River Basin","4A","Roanoke","Campbell","031"
"969","4AXMB000.18",37.38617222,-79.46524167,"Bridge on Rt.644 intersection 644&673","45","Piedmont","45e","Northern Inner Piedmont","RU49","BRRO","Blue Ridge","Big Otter River-Stony Creek","N","RU","Stony Creek-Big Otter River","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"970","4AXME001.19",36.55689722,-79.22645556,"Carlton Farm on Sunshine Dr.","45","Piedmont","45e","Northern Inner Piedmont","RD44","BRRO","Blue Ridge","Dan River-Double Creek","N","RD","Double Creek-Dan River","0301010403","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"971","4AXML000.01",37.16566944,-79.87695278,"Old Hollow Ln. crossing","45","Piedmont","45e","Northern Inner Piedmont","RU25","BRRO","Blue Ridge","Gills Creek","N","RU","Gills Creek","0301010106","Roanoke River Basin","4A","Roanoke","Franklin","067"
"972","4AXML000.56",37.160625,-79.88274722,"Off Rt. 684 near Red Valley","45","Piedmont","45e","Northern Inner Piedmont","RU25","BRRO","Blue Ridge","Gills Creek","N","RU","Gills Creek","0301010106","Roanoke River Basin","4A","Roanoke","Franklin","067"
"973","4AXMN000.76",36.93959722,-79.69285278,"Off Rt. 673 near Truevine","45","Piedmont","45e","Northern Inner Piedmont","RU32","BRRO","Blue Ridge","Pigg River-Owens Creek","N","RU","Owens Creek-Pigg River","0301010108","Roanoke River Basin","4A","Roanoke","Franklin","067"
"974","4AXMP000.44",36.711,-79.863,"Dnstr. of HenCo Landfill off Rt. 663","45","Piedmont","45e","Northern Inner Piedmont","RD24","BRRO","Blue Ridge","Smith River-Beaver Creek","N","RD","Beaver Creek-Smith River","0301010308","Roanoke River Basin","4A","Roanoke","Martinsville","690"
"975","4AXMP001.36",36.71366944,-79.85294444,"Below Martinsville Sanitary Landfill","45","Piedmont","45e","Northern Inner Piedmont","RD24","BRRO","Blue Ridge","Smith River-Beaver Creek","N","RD","Beaver Creek-Smith River","0301010308","Roanoke River Basin","4A","Roanoke","Henry","089"
"976","4AXMP001.85",36.71782222,-79.84620555,"Directly below Martinsville Landfill","45","Piedmont","45e","Northern Inner Piedmont","RD24","BRRO","Blue Ridge","Smith River-Beaver Creek","N","RD","Beaver Creek-Smith River","0301010308","Roanoke River Basin","4A","Roanoke","Henry","089"
"977","4AXMP002.21",36.71636111,-79.84075833,"Directly above Martinsville Landfill","45","Piedmont","45e","Northern Inner Piedmont","RD24","BRRO","Blue Ridge","Smith River-Beaver Creek","N","RD","Beaver Creek-Smith River","0301010308","Roanoke River Basin","4A","Roanoke","Henry","089"
"978","4AXMP002.41",36.71571667,-79.83736944,"Above Martinsville Landfill","45","Piedmont","45e","Northern Inner Piedmont","RD24","BRRO","Blue Ridge","Smith River-Beaver Creek","N","RD","Beaver Creek-Smith River","0301010308","Roanoke River Basin","4A","Roanoke","Henry","089"
"979","4AXMQ000.07",37.37361111,-79.59722222,"Culvert near Rt. 680/681 intersection","45","Piedmont","45e","Northern Inner Piedmont","RU54","BRRO","Blue Ridge","Little Otter River-Johns Creek","N","RU","Johns Creek-Little Otter River","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"980","4AXMR000.46",37.37111111,-79.59027778,"1/2 mile from Rt. 680 Bridge","45","Piedmont","45e","Northern Inner Piedmont","RU54","BRRO","Blue Ridge","Little Otter River-Johns Creek","N","RU","Johns Creek-Little Otter River","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"981","4AXMU001.98",36.67218611,-79.73080278,"Off Rt. 58 Near Burnt Chimneys","45","Piedmont","45e","Northern Inner Piedmont","RD27","BRRO","Blue Ridge","Upper Leatherwood Creek","N","RD","Upper Leatherwood Creek","0301010308","Roanoke River Basin","4A","Roanoke","Henry","089"
"982","4AXMW001.48",36.60565278,-79.97126111,"Off Rt. 694","45","Piedmont","45e","Northern Inner Piedmont","RD11","BRRO","Blue Ridge","Horse Pasture Creek","N","RD","Horse Pasture Creek","0301010304","Roanoke River Basin","4A","Roanoke","Henry","089"
"983","4AXMX003.62",36.78495278,-79.92108333,"Off Reed Creek Dr (Hodges Prop)","45","Piedmont","45e","Northern Inner Piedmont","RD23","BRRO","Blue Ridge","Reed Creek-Little Reed Creek","N","RD","Little Reed Creek-Reed Creek","0301010307","Roanoke River Basin","4A","Roanoke","Henry","089"
"984","4AXMY000.22",36.83334167,-79.63871667,"Upstream of Rt. 817 Bridge","45","Piedmont","45e","Northern Inner Piedmont","RU34","BRRO","Blue Ridge","Turkeycock Creek","N","RU","Turkeycock Creek","0301010109","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"985","4AXMZ000.74",37.05287778,-79.49900833,"West of Tolers Ferry Rd. (Rt. 608)","45","Piedmont","45e","Northern Inner Piedmont","RU38","BRRO","Blue Ridge","Roanoke River/Leesville Lake-Old Womans Creek","N","RU","Old Womans Creek-Leesville Lake","0301010113","Roanoke River Basin","4A","Roanoke","Bedford","019"
"986","4AXNA001.18",37.16825,-79.7672,"West of Hardy Rd. Rt. 676)","45","Piedmont","45e","Northern Inner Piedmont","RU16","BRRO","Blue Ridge","Roanoke River/Smith Mountain Lake-Lynville Creek","N","RU","Lynville Creek-Smith Mountain Lake","0301010107","Roanoke River Basin","4A","Roanoke","Franklin","067"
"987","4AXNE000.48",37.39041944,-79.37678056,"End of Chatham Rd. - Oak Grove Church","45","Piedmont","45e","Northern Inner Piedmont","RU51","BRRO","Blue Ridge","Elk Creek-Chestnut Branch","N","RU","Chestnut Branch-Elk Creek","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"988","4AXOD000.38",37.3454,-79.4763,"Off of Rt. 718, East of Bedford","45","Piedmont","45e","Northern Inner Piedmont","RU54","BRRO","Blue Ridge","Little Otter River-Johns Creek","N","RU","Johns Creek-Little Otter River","0301010114","Roanoke River Basin","4A","Roanoke","Bedford","019"
"989","4AXOF001.26",36.802,-79.7009,"Off Rt. 629 near TMWMA","45","Piedmont","45e","Northern Inner Piedmont","RU34","BRRO","Blue Ridge","Turkeycock Creek","N","RU","Turkeycock Creek","0301010109","Roanoke River Basin","4A","Roanoke","Henry","089"
"990","4AXOK000.29",37.0986,-80.0511,"Upstr Rt. 643, nr Monte Vista Sch","45","Piedmont","45e","Northern Inner Piedmont","RU20","BRRO","Blue Ridge","North Fork Blackwater River","N","RU","North Fork Blackwater River","0301010105","Roanoke River Basin","4A","Roanoke","Franklin","067"
"991","4AXOL000.94",37.3432,-79.6358,"Btw Rt. 755 and 689 near Thaxton","45","Piedmont","45e","Northern Inner Piedmont","RU39","BRRO","Blue Ridge","Goose Creek-North Fork Goose Creek","N","RU","North Fork Goose Creek-Goose Creek","0301010111","Roanoke River Basin","4A","Roanoke","Bedford","019"
"992","4AXSP001.93",36.6272,-80.1882,"East of Rt. 625","45","Piedmont","45e","Northern Inner Piedmont","RD08","BRRO","Blue Ridge","Spoon Creek","N","RD","Spoon Creek","0301010304","Roanoke River Basin","4A","Roanoke","Patrick","141"
"993","4AXUL002.88",37.12416667,-78.68944444,"150yds east of rt 649 (char.co) N of650","45","Piedmont","45e","Northern Inner Piedmont","RU83","BRRO","Blue Ridge","Wards Fork Creek","N","RU","Wards Fork Creek","0301010205","Roanoke River Basin","4A","Roanoke","Charlotte","037"
"994","4AXUO000.49",37.112085,-79.604624,"Diane Dr. Bridge","45","Piedmont","45e","Northern Inner Piedmont","RU19","BRRO","Blue Ridge","Roanoke River/Smith Mountain Lake-Bettys Creek","N","RU","Bettys Creek-Smith Mountain Lake","0301010107","Roanoke River Basin","4A","Roanoke","Bedford","019"
"995","4AXUP000.06",37.17478889,-79.09649167,"Upstream of Rt. 698 Crossing E. Little S","45","Piedmont","45e","Northern Inner Piedmont","RU61","BRRO","Blue Ridge","Seneca Creek","N","RU","Seneca Creek","0301010201","Roanoke River Basin","4A","Roanoke","Campbell","031"
"996","4AXUS000.65",36.78867778,-79.10054167,"UT to Sandy Cr; W of rt 770 Highrock Trl","45","Piedmont","45e","Northern Inner Piedmont","RD64","BRRO","Blue Ridge","Lower Sandy Creek","N","RD","Lower Sandy Creek","0301010503","Roanoke River Basin","4A","Roanoke","Halifax","083"
"997","4AXUT001.13",37.11869167,-79.19382778,"UT to Minter Cr; S of 699 W of 706","45","Piedmont","45e","Northern Inner Piedmont","RU60","BRRO","Blue Ridge","Roanoke River-Beechtree Creek","N","RU","Beechtree Creek-Roanoke River","0301010201","Roanoke River Basin","4A","Roanoke","Campbell","031"
"998","4AXVA000.12",36.78527778,-79.01722222,"UT POLECAT - UPST OF RT 832","45","Piedmont","45e","Northern Inner Piedmont","RD65","BRRO","Blue Ridge","Banister River-Polecat Creek","N","RD","Polecat Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"999","4AXVJ000.78",36.90638889,-79.34444444,"UT Whitehorn Ck east of Rte. 676","45","Piedmont","45e","Northern Inner Piedmont","RD56","BRRO","Blue Ridge","Whitehorn Creek-Mill Creek","N","RD","Mill Creek-Whitehorn Creek","0301010502","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"1000","4AXVK001.44",37.15405278,-78.86138889,"ut Entry Cr w of 600 s of 639","45","Piedmont","45e","Northern Inner Piedmont","RU70","BRRO","Blue Ridge","Little Falling River-Entry Creek","N","RU","Entry Creek-Little Falling River","0301010202","Roanoke River Basin","4A","Roanoke","Campbell","031"
"1001","4AXVN001.55",36.87890278,-78.84780278,"UT Difficult SW of Wests Store","45","Piedmont","45e","Northern Inner Piedmont","RU88","BRRO","Blue Ridge","Difficult Creek-Piney Creek","N","RU","Piney Creek-Difficult Creek","0301010206","Roanoke River Basin","4A","Roanoke","Halifax","083"
"1002","4AXVP000.20",36.61938889,-79.35177778,"UT Little Fall Ck W of 729, East of 360","45","Piedmont","45e","Northern Inner Piedmont","RD38","BRRO","Blue Ridge","Fall Creek","N","RD","Fall Creek","0301010401","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"1003","4AXVQ000.77",36.62677778,-79.29369445,"UT Sandy 0.25 mile downstream of Rte 732","45","Piedmont","45e","Northern Inner Piedmont","RD43","BRRO","Blue Ridge","Sandy Creek","N","RD","Sandy Creek","0301010403","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"1004","4AXVQ000.97",36.62875833,-79.29619722,"Route 732","45","Piedmont","45e","Northern Inner Piedmont","RD43","BRRO","Blue Ridge","Sandy Creek","N","RD","Sandy Creek","0301010403","Roanoke River Basin","4A","Roanoke","Pittsylvania","143"
"1005","4AXVV000.54",36.837,-78.84438889,"UT Difficult E of Rte 609","45","Piedmont","45e","Northern Inner Piedmont","RU88","BRRO","Blue Ridge","Difficult Creek-Piney Creek","N","RU","Piney Creek-Difficult Creek","0301010206","Roanoke River Basin","4A","Roanoke","Halifax","083"
"1006","4AXVX000.70",37.24019444,-78.7865,"UT Long Ck upstream of private road","45","Piedmont","45e","Northern Inner Piedmont","RU76","BRRO","Blue Ridge","Big Cub Creek","N","RU","Big Cub Creek","0301010203","Roanoke River Basin","4A","Roanoke","Appomattox","011"
"1007","4AXVY000.00",36.77501944,-78.95866111,"Route 653 (Ball Park Loop)","45","Piedmont","45e","Northern Inner Piedmont","RD65","BRRO","Blue Ridge","Banister River-Polecat Creek","N","RD","Polecat Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
"1008","4AXVY000.51",36.76769445,-78.95769445,"UT Kents Ck upstream of Rte 653","45","Piedmont","45e","Northern Inner Piedmont","RD65","BRRO","Blue Ridge","Banister River-Polecat Creek","N","RD","Polecat Creek-Banister River","0301010504","Roanoke River Basin","4A","Roanoke","Halifax","083"
